Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
8702,CA-2018-119284,2018-06-15,2018-06-20,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,OFF-ST-10001490,Office Supplies,Storage,"hot file 7-pocket, floor stand",142.776
8703,CA-2018-119284,2018-06-15,2018-06-20,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,OFF-PA-10000312,Office Supplies,Paper,xerox 1955,91.36
8704,CA-2016-133494,2016-03-01,2016-03-05,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10002906,Office Supplies,Appliances,hoover replacement belt for commercial guardsman heavy-duty upright vacuum,3.552
8705,CA-2017-111318,2017-07-23,2017-07-26,First Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10004100,Technology,Phones,griffin gc17055 auxiliary audio cable,115.136
8706,US-2015-132745,2015-10-01,2015-10-05,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Reno,Nevada,89502,West,OFF-FA-10000254,Office Supplies,Fasteners,sterling rubber bands by alliance,4.71
8707,CA-2015-146815,2015-09-08,2015-09-13,Standard Class,PP-18955,Paul Prost,Home Office,United States,New York City,New York,10009,East,FUR-CH-10004289,Furniture,Chairs,global super steno chair,172.764
8708,CA-2015-146815,2015-09-08,2015-09-13,Standard Class,PP-18955,Paul Prost,Home Office,United States,New York City,New York,10009,East,OFF-AR-10003469,Office Supplies,Art,nontoxic chalk,3.52
8709,CA-2015-119144,2015-11-16,2015-11-18,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10004188,Technology,Phones,otterbox commuter series case - samsung galaxy s4,79.968
8710,CA-2015-119144,2015-11-16,2015-11-18,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,FUR-BO-10004015,Furniture,Bookcases,"bush andora bookcase, maple/graphite gray finish",305.9745
8711,CA-2015-119144,2015-11-16,2015-11-18,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,OFF-ST-10000991,Office Supplies,Storage,space solutions hd industrial steel shelving.,344.91
8712,CA-2015-105648,2015-03-03,2015-03-07,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10002958,Furniture,Tables,"bevis oval conference table, walnut",626.352
8713,US-2016-145422,2016-12-03,2016-12-07,Standard Class,PW-19240,Pierre Wener,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10002213,Furniture,Bookcases,"sauder forest hills library, woodland oak finish",359.499
8714,CA-2018-136623,2018-07-11,2018-07-16,Standard Class,TS-21430,Tom Stivers,Corporate,United States,San Diego,California,92105,West,TEC-PH-10000004,Technology,Phones,belkin iphone and ipad lightning cable,71.952
8715,CA-2018-136623,2018-07-11,2018-07-16,Standard Class,TS-21430,Tom Stivers,Corporate,United States,San Diego,California,92105,West,OFF-BI-10003708,Office Supplies,Binders,"acco four pocket poly ring binder with label holder, smoke, 1""",29.8
8716,CA-2018-121678,2018-11-16,2018-11-20,Second Class,BM-11650,Brian Moss,Corporate,United States,Elyria,Ohio,44035,East,OFF-BI-10002949,Office Supplies,Binders,prestige round ring binders,1.824
8717,CA-2017-120824,2017-06-12,2017-06-16,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-AP-10001242,Office Supplies,Appliances,apc 7 outlet network surgearrest surge protector,64.384
8718,CA-2017-120824,2017-06-12,2017-06-16,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,FUR-FU-10001424,Furniture,Furnishings,dax clear box frame,6.984
8719,CA-2017-120824,2017-06-12,2017-06-16,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-AR-10003469,Office Supplies,Art,nontoxic chalk,11.264
8720,CA-2017-120824,2017-06-12,2017-06-16,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-PA-10000232,Office Supplies,Paper,xerox 1975,15.552
8721,CA-2017-120824,2017-06-12,2017-06-16,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,FUR-CH-10000229,Furniture,Chairs,global enterprise series seating high-back swivel/tilt chairs,379.372
8722,CA-2017-120824,2017-06-12,2017-06-16,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-ST-10002562,Office Supplies,Storage,staple magnet,67.536
8723,CA-2017-120824,2017-06-12,2017-06-16,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,OFF-BI-10001525,Office Supplies,Binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", executive red",1.524
8724,US-2017-135209,2017-12-29,2017-12-31,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,33178,South,OFF-PA-10002986,Office Supplies,Paper,xerox 1898,37.408
8725,US-2017-135209,2017-12-29,2017-12-31,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,33178,South,OFF-PA-10000143,Office Supplies,Paper,astroparche fine business paper,25.344
8726,CA-2018-148145,2018-03-18,2018-03-23,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Seattle,Washington,98115,West,OFF-AR-10003752,Office Supplies,Art,deluxe chalkboard eraser cleaner,46.2
8727,CA-2016-103870,2016-12-27,2016-12-31,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,TEC-AC-10002370,Technology,Accessories,maxell cd-r discs,4.728
8728,CA-2016-103870,2016-12-27,2016-12-31,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10002030,Furniture,Furnishings,"executive impressions 14"" contract wall clock with quartz movement",53.352
8729,CA-2016-103870,2016-12-27,2016-12-31,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-BO-10002853,Furniture,Bookcases,o'sullivan 5-shelf heavy-duty bookcases,131.104
8730,CA-2016-103870,2016-12-27,2016-12-31,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,OFF-ST-10002562,Office Supplies,Storage,staple magnet,22.512
8731,CA-2016-103870,2016-12-27,2016-12-31,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,TEC-AC-10004227,Technology,Accessories,sandisk ultra 16 gb microsdhc class 10 memory card,72.744
8732,CA-2016-111017,2016-07-31,2016-08-06,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-SU-10002573,Office Supplies,Supplies,"acme 10"" easy grip assistive scissors",52.59
8733,CA-2018-116988,2018-06-27,2018-06-29,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10003848,Office Supplies,Paper,xerox 1997,19.44
8734,CA-2018-116988,2018-06-27,2018-06-29,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,FUR-FU-10001290,Furniture,Furnishings,executive impressions supervisor wall clock,126.3
8735,CA-2018-116988,2018-06-27,2018-06-29,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,TEC-AC-10003832,Technology,Accessories,logitech p710e mobile speakerphone,1287.45
8736,US-2015-169390,2015-02-07,2015-02-10,Second Class,CS-12250,Chris Selesnick,Corporate,United States,New York City,New York,10024,East,OFF-ST-10001558,Office Supplies,Storage,acco perma 4000 stacking storage drawers,64.96
8737,CA-2017-168774,2017-09-04,2017-09-09,Standard Class,RP-19855,Roy Phan,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-ST-10001490,Office Supplies,Storage,"hot file 7-pocket, floor stand",535.41
8738,CA-2018-161592,2018-04-06,2018-04-10,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Chattanooga,Tennessee,37421,South,OFF-BI-10003669,Office Supplies,Binders,3m organizer strips,8.1
8739,US-2018-131961,2018-12-08,2018-12-11,First Class,MJ-17740,Max Jones,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004441,Office Supplies,Art,bic brite liner highlighters,13.248
8740,US-2018-131961,2018-12-08,2018-12-11,First Class,MJ-17740,Max Jones,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001924,Technology,Phones,ihome fm clock radio with lightning dock,83.988
8741,CA-2017-102498,2017-07-24,2017-07-25,First Class,JG-15160,James Galang,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-AR-10004456,Office Supplies,Art,panasonic kp-4abk battery-operated pencil sharpener,73.2
8742,CA-2016-113222,2016-11-09,2016-11-09,Same Day,AG-10765,Anthony Garverick,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-BI-10001890,Office Supplies,Binders,avery poly binder pockets,10.74
8743,US-2016-144771,2016-10-02,2016-10-04,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 diameter round wall clock,11.032
8744,US-2016-144771,2016-10-02,2016-10-04,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123,West,TEC-AC-10002323,Technology,Accessories,sandisk ultra 32 gb microsdhc class 10 memory card,53.04
8745,CA-2016-162376,2016-11-22,2016-11-25,Second Class,HD-14785,Harold Dahlen,Home Office,United States,Cambridge,Massachusetts,2138,East,OFF-AR-10003056,Office Supplies,Art,newell 341,17.12
8746,CA-2016-162376,2016-11-22,2016-11-25,Second Class,HD-14785,Harold Dahlen,Home Office,United States,Cambridge,Massachusetts,2138,East,OFF-PA-10000300,Office Supplies,Paper,xerox 1936,59.94
8747,CA-2018-128076,2018-02-02,2018-02-07,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,FUR-FU-10000293,Furniture,Furnishings,eldon antistatic chair mats for low to medium pile carpets,210.58
8748,CA-2018-128076,2018-02-02,2018-02-07,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,OFF-BI-10003638,Office Supplies,Binders,gbc durable plastic covers,30.96
8749,CA-2018-128076,2018-02-02,2018-02-07,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,TEC-MA-10002109,Technology,Machines,"hp officejet pro 8600 e-all-in-one printer, copier, scanner, fax",239.984
8750,US-2016-163825,2016-06-16,2016-06-19,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003527,Office Supplies,Binders,fellowes pb500 electric punch plastic comb binding machine with manual bind,3050.376
8751,US-2016-163825,2016-06-16,2016-06-19,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004922,Technology,Phones,rca visys integrated pbx 8-line router,133.98
8752,CA-2017-105662,2017-05-05,2017-05-09,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida,32303,South,OFF-PA-10001001,Office Supplies,Paper,"snap-a-way black print carbonless speed message, no reply area, duplicate",93.248
8753,CA-2017-105662,2017-05-05,2017-05-09,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida,32303,South,TEC-PH-10001198,Technology,Phones,avaya 4621sw voip phone,177.48
8754,CA-2018-152198,2018-09-09,2018-09-10,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,OFF-LA-10000443,Office Supplies,Labels,avery 501,17.712
8755,CA-2018-152198,2018-09-09,2018-09-10,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10003669,Office Supplies,Binders,3m organizer strips,4.86
8756,CA-2018-152198,2018-09-09,2018-09-10,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10001628,Office Supplies,Binders,"acco data flex cable posts for top & bottom load binders, 6"" capacity",6.258
8757,CA-2017-114307,2017-07-22,2017-07-26,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,OFF-AP-10002350,Office Supplies,Appliances,belkin f9h710-06 7 outlet surgemaster surge protector,37.68
8758,CA-2017-114307,2017-07-22,2017-07-26,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,OFF-PA-10004100,Office Supplies,Paper,xerox 216,51.84
8759,CA-2017-114307,2017-07-22,2017-07-26,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,FUR-FU-10000794,Furniture,Furnishings,"eldon stackable tray, side-load, legal, smoke",27.42
8760,CA-2017-114307,2017-07-22,2017-07-26,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10002012,Office Supplies,Binders,wilson jones easy flow ii sheet lifters,5.4
8761,CA-2017-159891,2017-01-31,2017-02-06,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,fellowes pb500 electric punch plastic comb binding machine with manual bind,1270.99
8762,CA-2017-159891,2017-01-31,2017-02-06,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 white business envelopes,4 1/8 x 9 1/2",125.36
8763,CA-2017-112578,2017-12-29,2018-01-02,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,95823,West,OFF-ST-10003722,Office Supplies,Storage,project tote personal file,14.03
8764,CA-2017-112578,2017-12-29,2018-01-02,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,95823,West,OFF-SU-10002557,Office Supplies,Supplies,fiskars spring-action scissors,27.96
8765,CA-2016-107083,2016-11-21,2016-11-27,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-10002257,Office Supplies,Art,"eldon spacemaker box, quick-snap lid, clear",5.344
8766,CA-2016-107083,2016-11-21,2016-11-27,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,storex duratech recycled plastic frosted binders,1.696
8767,CA-2016-107083,2016-11-21,2016-11-27,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AP-10004136,Office Supplies,Appliances,kensington 6 outlet smartsocket surge protector,24.588
8768,CA-2016-107083,2016-11-21,2016-11-27,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10002194,Office Supplies,Binders,cardinal hold-it cd pocket,7.98
8769,CA-2016-151722,2016-10-05,2016-10-09,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10000892,Technology,Accessories,netgear n750 dual band wi-fi gigabit router,288.0
8770,CA-2017-151148,2017-09-12,2017-09-13,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,80027,West,TEC-PH-10001870,Technology,Phones,lunatik tt5l-002 taktik strike impact protection system for iphone 5,146.952
8771,CA-2017-151148,2017-09-12,2017-09-13,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,80027,West,FUR-CH-10002304,Furniture,Chairs,"global stack chair without arms, black",83.136
8772,CA-2018-115882,2018-09-14,2018-09-17,First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-AP-10002534,Office Supplies,Appliances,3.6 cubic foot counter height office refrigerator,942.784
8773,CA-2018-115882,2018-09-14,2018-09-17,First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-PA-10001125,Office Supplies,Paper,xerox 1988,74.352
8774,CA-2016-132276,2016-02-23,2016-02-28,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024,East,OFF-AP-10000804,Office Supplies,Appliances,hoover portapower portable vacuum,26.88
8775,CA-2016-132276,2016-02-23,2016-02-28,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024,East,OFF-BI-10002982,Office Supplies,Binders,avery self-adhesive photo pockets for polaroid photos,10.896
8776,CA-2017-163636,2017-12-05,2017-12-09,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10001547,Office Supplies,Art,newell 311,3.536
8777,CA-2017-102813,2017-07-02,2017-07-03,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,77340,Central,FUR-CH-10000665,Furniture,Chairs,"global airflow leather mesh back chair, black",528.43
8778,CA-2017-102813,2017-07-02,2017-07-03,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,77340,Central,OFF-PA-10000520,Office Supplies,Paper,xerox 201,41.472
8779,CA-2018-135377,2018-12-13,2018-12-18,Standard Class,BP-11095,Bart Pistole,Corporate,United States,New York City,New York,10024,East,FUR-BO-10004015,Furniture,Bookcases,"bush andora bookcase, maple/graphite gray finish",287.976
8780,CA-2016-165813,2016-03-20,2016-03-22,Second Class,BM-11785,Bryan Mills,Consumer,United States,Salem,Oregon,97301,West,OFF-ST-10004258,Office Supplies,Storage,portable personal file box,29.304
8781,CA-2016-133585,2016-03-01,2016-03-04,First Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,OFF-AR-10003696,Office Supplies,Art,panasonic kp-350bk electric pencil sharpener with auto stop,55.328
8782,CA-2016-133585,2016-03-01,2016-03-04,First Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,FUR-BO-10001811,Furniture,Bookcases,"atlantic metals mobile 5-shelf bookcases, custom colors",1227.9984
8783,CA-2017-116911,2017-09-15,2017-09-20,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,83301,West,OFF-BI-10001249,Office Supplies,Binders,avery heavy-duty ezd view binder with locking rings,20.416
8784,CA-2017-116911,2017-09-15,2017-09-20,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,83301,West,FUR-TA-10003473,Furniture,Tables,bretford rectangular conference table tops,1128.39
8785,US-2018-129224,2018-03-17,2018-03-23,Standard Class,AS-10630,Ann Steele,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-LA-10003190,Office Supplies,Labels,avery 474,4.608
8786,CA-2018-145765,2018-05-28,2018-06-02,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,TEC-PH-10001305,Technology,Phones,panasonic kx ts208w corded phone,195.96
8787,CA-2018-145765,2018-05-28,2018-06-02,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001534,Office Supplies,Paper,xerox 230,15.552
8788,CA-2018-145765,2018-05-28,2018-06-02,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,TEC-AC-10000844,Technology,Accessories,logitech gaming g510s - keyboard,271.968
8789,CA-2018-126914,2018-06-15,2018-06-19,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Monroe,North Carolina,28110,South,FUR-CH-10000847,Furniture,Chairs,global executive mid-back manager's chair,698.352
8790,CA-2018-126914,2018-06-15,2018-06-19,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Monroe,North Carolina,28110,South,FUR-BO-10000468,Furniture,Bookcases,o'sullivan 2-shelf heavy-duty bookcases,77.728
8791,CA-2016-169572,2016-09-06,2016-09-12,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Richmond,Virginia,23223,South,OFF-BI-10002799,Office Supplies,Binders,"slimview poly binder, 3/8""",46.62
8792,CA-2018-162075,2018-03-18,2018-03-24,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10001557,Technology,Phones,pyle pmp37led,537.544
8793,CA-2015-162992,2015-12-19,2015-12-21,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-LA-10001934,Office Supplies,Labels,avery 516,14.62
8794,CA-2015-162992,2015-12-19,2015-12-21,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-FA-10004248,Office Supplies,Fasteners,advantus t-pin paper clips,22.55
8795,CA-2015-162992,2015-12-19,2015-12-21,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10001944,Technology,Phones,wi-ex zboost yx540 cellular phone signal booster,583.8
8796,CA-2015-162992,2015-12-19,2015-12-21,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002085,Technology,Phones,clarity 53712,211.168
8797,CA-2017-106397,2017-07-07,2017-07-13,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,84057,West,OFF-PA-10003441,Office Supplies,Paper,xerox 226,12.96
8798,CA-2017-106397,2017-07-07,2017-07-13,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,84057,West,OFF-AR-10004602,Office Supplies,Art,boston ks multi-size manual pencil sharpener,45.98
8800,CA-2015-116666,2015-05-08,2015-05-10,First Class,KT-16480,Kean Thornton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10001449,Technology,Copiers,hewlett packard laserjet 3310 copier,1799.97
8801,CA-2018-148992,2018-11-23,2018-11-27,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10004285,Office Supplies,Paper,xerox 1959,10.688
8802,CA-2017-140935,2017-11-10,2017-11-12,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10000562,Technology,Phones,samsung convoy 3,221.98
8803,CA-2017-140935,2017-11-10,2017-11-12,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-BO-10003966,Furniture,Bookcases,"sauder facets collection library, sky alder finish",341.96
8804,CA-2015-157644,2015-12-31,2016-01-01,First Class,AH-10030,Aaron Hawkins,Corporate,United States,New York City,New York,10035,East,TEC-AC-10003614,Technology,Accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 10/pack",34.77
8805,CA-2015-157644,2015-12-31,2016-01-01,First Class,AH-10030,Aaron Hawkins,Corporate,United States,New York City,New York,10035,East,OFF-LA-10003148,Office Supplies,Labels,avery 51,18.9
8806,US-2018-100398,2018-08-19,2018-08-23,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Salt Lake City,Utah,84106,West,OFF-BI-10002133,Office Supplies,Binders,"wilson jones elliptical ring 3 1/2"" capacity binders, 800 sheets",102.72
8807,CA-2017-113082,2017-09-12,2017-09-16,Standard Class,MC-17590,Matt Collister,Corporate,United States,Utica,New York,13501,East,FUR-FU-10002813,Furniture,Furnishings,"dax contemporary wood frame with silver metal mat, desktop, 11 x 14 size",40.48
8808,US-2018-110646,2018-10-26,2018-10-31,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004330,Office Supplies,Binders,"gbc velobind prepunched cover sets, regency series",33.282
8809,US-2018-110646,2018-10-26,2018-10-31,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002807,Technology,Phones,motorla hx550 universal bluetooth headset,118.65
8810,US-2018-110646,2018-10-26,2018-10-31,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001404,Office Supplies,Labels,avery 517,14.76
8811,CA-2018-120614,2018-05-30,2018-06-04,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10004911,Office Supplies,Paper,"rediform s.o.s. 1-up phone message bk, 4-1/4x3-1/16 bk, 1 form/pg, 40 messages/bk, 3/pk",37.52
8812,US-2017-140172,2017-03-08,2017-03-13,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AP-10004233,Office Supplies,Appliances,honeywell enviracaire portable air cleaner for up to 8 x 10 room,207.144
8813,US-2017-140172,2017-03-08,2017-03-13,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AR-10002766,Office Supplies,Art,prang drawing pencil set,13.9
8814,CA-2016-127754,2016-07-26,2016-07-31,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Glendale,Arizona,85301,West,FUR-CH-10003199,Furniture,Chairs,office star - contemporary task swivel chair,266.352
8815,CA-2016-144274,2016-11-23,2016-11-25,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003012,Technology,Phones,nortel meridian m3904 professional digital phone,307.98
8816,CA-2016-144274,2016-11-23,2016-11-25,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,OFF-PA-10001583,Office Supplies,Paper,"1/4 fold party design invitations & white envelopes, 24 8-1/2"" x 11"" cards, 25 env./pack",44.1
8817,CA-2016-144274,2016-11-23,2016-11-25,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,OFF-AR-10001940,Office Supplies,Art,"sanford colorific eraseable coloring pencils, 12 count",13.12
8818,CA-2016-144274,2016-11-23,2016-11-25,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10003286,Office Supplies,Envelopes,staple envelope,16.56
8819,CA-2016-144274,2016-11-23,2016-11-25,Second Class,PW-19240,Pierre Wener,Consumer,United States,Wilmington,Delaware,19805,East,OFF-PA-10003441,Office Supplies,Paper,xerox 226,38.88
8820,CA-2016-142930,2016-11-28,2016-12-02,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10003395,Office Supplies,Paper,xerox 1941,335.52
8821,CA-2018-100622,2018-11-03,2018-11-07,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,32839,South,TEC-CO-10003236,Technology,Copiers,canon image class d660 copier,959.984
8822,CA-2018-100622,2018-11-03,2018-11-07,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,32839,South,OFF-BI-10002982,Office Supplies,Binders,avery self-adhesive photo pockets for polaroid photos,4.086
8823,CA-2018-100622,2018-11-03,2018-11-07,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,32839,South,OFF-AR-10004010,Office Supplies,Art,hunt boston vacuum mount ks pencil sharpener,55.984
8824,CA-2018-100622,2018-11-03,2018-11-07,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,32839,South,OFF-PA-10002947,Office Supplies,Paper,xerox 1923,10.688
8825,CA-2018-117156,2018-03-21,2018-03-23,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Reading,Pennsylvania,19601,East,OFF-EN-10003845,Office Supplies,Envelopes,colored envelopes,8.856
8826,CA-2016-115399,2016-12-19,2016-12-22,First Class,AG-10900,Arthur Gainer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10003190,Office Supplies,Labels,avery 474,6.912
8827,US-2015-157847,2015-04-02,2015-04-06,Second Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10002986,Office Supplies,Paper,xerox 1898,26.72
8828,US-2015-157847,2015-04-02,2015-04-06,Second Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10001593,Office Supplies,Paper,xerox 1947,33.488
